TestCaseID,Scenario,Title,Priority,Type,AutomationStatus,SpecFile,AutomatedTestName,Reason,Notes
"TC_DDBD_CSDLVT_DVGN_01_05","TS_DDBD_CSDLVT_DVGN_01","Kiểm tra Xóa đơn vị giao nộp","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DVSD_01_01","TS_DDBD_CSDLVT_DVSD_01","Kiểm tra Thêm mới đơn vị sử dụng","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.",""
"TC_DDBD_CSDLVT_DVSD_01_02","TS_DDBD_CSDLVT_DVSD_01","Kiểm tra Tìm kiếm đơn vị sử dụng theo tên","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DVSD_01_03","TS_DDBD_CSDLVT_DVSD_01","Kiểm tra Tìm kiếm đơn vị sử dụng theo một phần tên","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DVSD_01_04","TS_DDBD_CSDLVT_DVSD_01","Kiểm tra Sửa đơn vị sử dụng","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.",""
"TC_DDBD_CSDLVT_DVSD_01_05","TS_DDBD_CSDLVT_DVSD_01","Kiểm tra Xóa đơn vị giao nộp","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_01_01","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra thêm mới danh mục sản phẩm ảnh viễn thám và mức độ xử lý","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.",""
"TC_DDBD_CSDLVT_DMVT_01_02","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra Tìm kiếm sản phầm ảnh theo tên","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_01_03","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra Tìm kiếm sản phẩm ảnh theo một phần tên","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_01_04","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra Tìm kiếm sản phầm ảnh theo Mức độ xử lý","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_01_05","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra Tìm kiếm sản phẩm ảnh theo một phần Mức độ xử lý","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_01_06","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra Tìm kiếm sản phầm ảnh theo Mô tả","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_01_07","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra Tìm kiếm sản phẩm ảnh theo một phần Mô tả","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_01_08","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra sửa danh mục sản phẩm ảnh viễn thám và mức độ xử lý","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.",""
"TC_DDBD_CSDLVT_DMVT_01_09","TS_DDBD_CSDLVT_DMVT_01","Kiểm tra Xóa sản phẩm ảnh","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_02_01","TS_DDBD_CSDLVT_DMVT_02","Kiểm tra thêm mới danh mục vệ tinh","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.",""
"TC_DDBD_CSDLVT_DMVT_02_02","TS_DDBD_CSDLVT_DMVT_02","Kiểm tra Sửa danh mục vệ tinh","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.",""
"TC_DDBD_CSDLVT_DMVT_02_03","TS_DDBD_CSDLVT_DMVT_02","Kiểm tra tìm kiếm vệ tinh theo tên","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_02_04","TS_DDBD_CSDLVT_DMVT_02","Kiểm tra tìm kiếm vệ tinh theo một phần tên","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_02_05","TS_DDBD_CSDLVT_DMVT_02","Kiểm tra Xóa danh mục vệ tinh","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_01__CREATE","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra thêm mới danh mục bộ cảm biến (cả 2 trường hợp)","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Original ID: TC_DDBD_CSDLVT_DMVT_03_01. Alias duy nhất: TC_DDBD_CSDLVT_DMVT_03_01__CREATE."
"TC_DDBD_CSDLVT_DMVT_03_01__EDIT","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra sửa danh mục bộ cảm biến (cả 2 trường hợp)","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Original ID: TC_DDBD_CSDLVT_DMVT_03_01. Alias duy nhất: TC_DDBD_CSDLVT_DMVT_03_01__EDIT."
"TC_DDBD_CSDLVT_DMVT_03_03","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Tìm kiếm bộ cảm biến theo tên (cả 2 trường hợp)","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_04","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Tìm kiếm bộ cảm biến theo một phần tên (cả 2 trường hợp)","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_05","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Tìm kiếm bộ cảm biến theo vệ tinh (cả 2 trường hợp)","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_06","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Tìm kiếm bộ cảm biến theo một phần tên vệ tinh (cả 2 trường hợp)","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_07","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Tìm kiếm bộ cảm biến theo loại cảm biến (cả 2 trường hợp)","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_08","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Tìm kiếm bộ cảm biến theo một phần tên loại cảm biến (cả 2 trường hợp)","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_09","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Tìm kiếm bộ cảm biến theo mô tả (cả 2 trường hợp)","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_10","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Tìm kiếm bộ cảm biến theo một phần mô tả (cả 2 trường hợp)","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_CSDLVT_DMVT_03_11","TS_DDBD_CSDLVT_DMVT_03 
(Có 2 Vị trí liên quan đến ""Quản lý Bộ Cảm biến""
TH1: Danh mục bộ cảm biến ở đường dẫn ""Quản trị hệ thống > Danh mục dùng chung > Bộ cảm biến"" chưa có chức năng sửa
TH2: Danh mục bộ cảm biến ở đường dẫn ""Viễn thám > Bộ cảm biến)","Kiểm tra Xóa bộ cảm biến (cả 2 trường hợp)","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_QLBD_QLNDL_01_01","TS_DDBD_QLBD_QLNDL_01","Xem danh sách CSDL nền địa lý","Trung bình","GUI","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_QLBD_QLNDL_01_02","TS_DDBD_QLBD_QLNDL_01","Tìm kiếm CSDL nền địa lý theo tên","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_QLBD_QLNDL_01_03","TS_DDBD_QLBD_QLNDL_01","Tìm kiếm CSDL nền địa lý theo một phần tên","Trung bình","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_QLBD_QLNDL_01_04","TS_DDBD_QLBD_QLNDL_01","Thêm CSDL nền địa lý","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.",""
"TC_DDBD_QLBD_QLNDL_01_05","TS_DDBD_QLBD_QLNDL_01","Sửa thông tin CSDL nền địa lý","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.",""
"TC_DDBD_QLBD_QLNDL_01_06","TS_DDBD_QLBD_QLNDL_01","Xóa CSDL nền địa lý","Cao","Functional","MANUAL","","","Chưa khảo sát module và chưa có Page Object/locator đã xác thực.","Test Data nguồn đã được loại khỏi artefact để tránh lộ dữ liệu nhạy cảm."
"TC_DDBD_QLBD_QLNDL_01_07","TS_DDBD_QLBD_QLNDL_01","Khởi tạo lớp dữ liệu từ shapefile","Cao","Functional","BLOCKED","","","Cần fixture Shapefile/GeoDB hợp lệ và quyền môi trường; không tạo file giả.",""
"TC_DDBD_QLBD_QLNDL_01_08","TS_DDBD_QLBD_QLNDL_01","Khởi tạo lớp dữ liệu từ GeoDB","Cao","Functional","BLOCKED","","","Cần fixture Shapefile/GeoDB hợp lệ và quyền môi trường; không tạo file giả.",""
